2217,0
3047,7
3088,12
3129,9
3171,11
3212,6
3253,5
3294,4
3336,5
3377,4
3418,4
3460,5
3501,5
3542,4
3583,4
3624,4
3666,4
3707,4
3749,4
3791,4
3832,4
3874,4
3915,4
3956,4
3997,4
4038,4
4080,4
4121,4
4162,5
4203,5
4245,5
4286,5
4327,5
4369,7
4410,10
4451,10
4493,9
4534,8
4575,9
4616,9
4658,10
4700,10
4742,13
4783,12
4825,12
4866,12
4908,11
4949,8
4990,7
5031,10
5072,6
5114,6
5155,7
5196,8
5240,37
5281,11
5322,15
5364,11
5476,11
5517,15
5560,20
5602,18
5643,17
5685,18
5728,18
5840,18
5951,18
5992,14
6035,18
6147,18
6258,18
6369,18
6480,18
6592,18
6703,18
6813,18
6924,18
7036,18
7147,18
7258,18
7302,40
7414,40
7559,40
7670,40
7712,13
7753,13
7794,12
7835,9
7877,7
7918,4
7959,4
8001,5
8043,26
8084,9
8126,12
8238,12
8349,12
8460,12
8502,17
8544,11
8641,6
8682,7
8723,10
8765,10
8806,14
8917,14
8961,50
9072,50
9115,44
9226,44
9338,44
9381,45
9654,35
9696,34
9808,34
9920,34
9961,11
10003,10
10045,12
10086,8
10127,7
10168,6
10209,8
10251,7
10292,6
10334,7
10376,11
10417,13
10462,76
10504,22
10547,21
10589,26
10633,43
10675,21
10717,18
10760,20
10870,20
10911,7
10952,5
10993,5
11035,5
11076,5
11117,7
11159,9
11200,11
11242,13
11283,15
11326,20
11368,23
11410,22
11453,24
11497,60
11540,26
11583,31
11626,31
11669,39
11711,33
11754,34
11797,36
11840,37
11884,38
11927,37
11970,37
12014,37
12056,37
12100,37
12143,44
12254,44
12366,44
12478,44
12520,31
12563,32
12605,31
12647,32
12691,33
12802,33
12844,37
12888,35
12931,36
12975,38
13018,51
13063,61
13173,61
13217,41
13260,42
13304,42
13347,43
13390,45
13434,45
13478,46
13522,46
13566,47
13609,47
13653,48
13697,59
13741,49
13785,50
13830,58
13941,58
14052,58
14140,50
14184,46
14228,48
14271,42
14314,43
14358,41
14401,41
14444,38
14487,38
14530,37
14573,34
14616,32
14660,57
14703,27
14745,26
14788,24
14830,23
14874,58
14916,21
14958,19
15001,19
15043,18
15086,20
15127,17
15169,15
15211,15
15253,13
15294,13
15337,14
15378,11
15420,11
15462,10
15503,9
15545,9
15586,9
15628,7
15669,6
15710,6
15751,6
15793,6
15834,8
15875,5
15916,5
15958,5
15999,5
16041,5
16081,4
16123,6
16164,8
16206,11
16247,14
16358,14
16400,24
16512,24
16555,28
16598,28
16642,45
16685,27
16727,26
16771,31
16815,47
16859,47
16971,47
17013,17
17055,17
17097,16
17140,16
17182,12
17223,10
17265,8
17308,33
17350,6
17391,5
17432,4
17474,3
17515,4
17556,3
17598,3
17638,3
17680,4
17721,4
17763,5
17804,6
17845,7
17886,9
17929,10
17970,12
18012,14
18053,17
18095,20
18137,21
18180,22
18225,53
18267,26
18309,28
18351,29
18394,36
18437,36
18481,35
18524,38
